Title,Publisher,Publisher_ID,Platform,DOI,Proprietary_ID,Print_ISSN,Online_ISSN,URI,Access_Type,Metric_Type,Reporting_Period_Total,Jul-2020,Aug-2020,Sep-2020,Oct-2020,Nov-2020,Dec-2020,Jan-2021,Feb-2021,Mar-2021,Apr-2021,May-2021,Jun-2021
"Annals of Glaciology",Cambridge University Press,,Cambridge Core,,CUP:AOG,0260-3055,1727-5644,https://www.cambridge.org/core/product/identifier/AOG/type/journal,Controlled,Total_Item_Requests,21,0,2,0,0,5,14,0,0,0,0,0,0,
"Annals of Glaciology",Cambridge University Press,,Cambridge Core,,CUP:AOG,0260-3055,1727-5644,https://www.cambridge.org/core/product/identifier/AOG/type/journal,Controlled,Unique_Item_Investigations,10,0,2,0,1,2,5,0,0,0,0,0,0,
"Annals of Glaciology",Cambridge University Press,,Cambridge Core,,CUP:AOG,0260-3055,1727-5644,https://www.cambridge.org/core/product/identifier/AOG/type/journal,Controlled,Unique_Item_Requests,8,0,1,0,0,2,5,0,0,0,0,0,0,
"Twin Research and Human Genetics",Cambridge University Press,,Cambridge Core,,CUP:THG,1832-4274,1839-2628,https://www.cambridge.org/core/product/identifier/THG/type/journal,Controlled,Total_Item_Investigations,2,0,1,0,0,0,0,0,0,0,1,0,0,
"Twin Research and Human Genetics",Cambridge University Press,,Cambridge Core,,CUP:THG,1832-4274,1839-2628,https://www.cambridge.org/core/product/identifier/THG/type/journal,Controlled,Unique_Item_Investigations,2,0,1,0,0,0,0,0,0,0,1,0,0,
"Twin Research and Human Genetics",Cambridge University Press,,Cambridge Core,,CUP:THG,1832-4274,1839-2628,https://www.cambridge.org/core/product/identifier/THG/type/journal,Controlled,Total_Item_Requests,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Twin Research and Human Genetics",Cambridge University Press,,Cambridge Core,,CUP:THG,1832-4274,1839-2628,https://www.cambridge.org/core/product/identifier/THG/type/journal,Controlled,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Du Bois Review: Social Science Research on Race",Cambridge University Press,,Cambridge Core,,CUP:DBR,1742-058X,1742-0598,https://www.cambridge.org/core/product/identifier/DBR/type/journal,Controlled,Total_Item_Investigations,22,0,1,6,1,1,0,0,1,3,8,0,1,
"Du Bois Review: Social Science Research on Race",Cambridge University Press,,Cambridge Core,,CUP:DBR,1742-058X,1742-0598,https://www.cambridge.org/core/product/identifier/DBR/type/journal,Controlled,Total_Item_Requests,12,0,1,5,0,0,0,0,0,1,4,0,1,
"Du Bois Review: Social Science Research on Race",Cambridge University Press,,Cambridge Core,,CUP:DBR,1742-058X,1742-0598,https://www.cambridge.org/core/product/identifier/DBR/type/journal,Controlled,Unique_Item_Investigations,19,0,1,4,1,1,0,0,1,3,7,0,1,
"Du Bois Review: Social Science Research on Race",Cambridge University Press,,Cambridge Core,,CUP:DBR,1742-058X,1742-0598,https://www.cambridge.org/core/product/identifier/DBR/type/journal,Controlled,Unique_Item_Requests,9,0,1,3,0,0,0,0,0,1,3,0,1,
"International Journal of Microwave and Wireless Technologies",Cambridge University Press,,Cambridge Core,,CUP:MRF,1759-0787,1759-0795,https://www.cambridge.org/core/product/identifier/MRF/type/journal,Controlled,Total_Item_Investigations,2,0,1,0,0,1,0,0,0,0,0,0,0,
"International Journal of Microwave and Wireless Technologies",Cambridge University Press,,Cambridge Core,,CUP:MRF,1759-0787,1759-0795,https://www.cambridge.org/core/product/identifier/MRF/type/journal,Controlled,Unique_Item_Investigations,2,0,1,0,0,1,0,0,0,0,0,0,0,
"Epidemiology and Psychiatric Sciences",Cambridge University Press,,Cambridge Core,,CUP:EPS,2045-7960,2045-7979,https://www.cambridge.org/core/product/identifier/EPS/type/journal,OA_Gold,Total_Item_Investigations,4,0,2,0,0,0,0,0,0,0,0,2,0,
"Epidemiology and Psychiatric Sciences",Cambridge University Press,,Cambridge Core,,CUP:EPS,2045-7960,2045-7979,https://www.cambridge.org/core/product/identifier/EPS/type/journal,OA_Gold,Total_Item_Requests,4,0,2,0,0,0,0,0,0,0,0,2,0,
"Epidemiology and Psychiatric Sciences",Cambridge University Press,,Cambridge Core,,CUP:EPS,2045-7960,2045-7979,https://www.cambridge.org/core/product/identifier/EPS/type/journal,OA_Gold,Unique_Item_Investigations,3,0,2,0,0,0,0,0,0,0,0,1,0,
"Epidemiology and Psychiatric Sciences",Cambridge University Press,,Cambridge Core,,CUP:EPS,2045-7960,2045-7979,https://www.cambridge.org/core/product/identifier/EPS/type/journal,OA_Gold,Unique_Item_Requests,3,0,2,0,0,0,0,0,0,0,0,1,0,
"PS: Political Science & Politics",Cambridge University Press,,Cambridge Core,,CUP:PSC,1049-0965,1537-5935,https://www.cambridge.org/core/product/identifier/PSC/type/journal,Controlled,Total_Item_Investigations,15,0,1,0,0,6,0,0,3,3,2,0,0,
"PS: Political Science & Politics",Cambridge University Press,,Cambridge Core,,CUP:PSC,1049-0965,1537-5935,https://www.cambridge.org/core/product/identifier/PSC/type/journal,Controlled,Unique_Item_Investigations,14,0,1,0,0,5,0,0,3,3,2,0,0,
"PS: Political Science & Politics",Cambridge University Press,,Cambridge Core,,CUP:PSC,1049-0965,1537-5935,https://www.cambridge.org/core/product/identifier/PSC/type/journal,Controlled,Total_Item_Requests,3,0,0,0,0,0,0,0,0,1,2,0,0,
"PS: Political Science & Politics",Cambridge University Press,,Cambridge Core,,CUP:PSC,1049-0965,1537-5935,https://www.cambridge.org/core/product/identifier/PSC/type/journal,Controlled,Unique_Item_Requests,3,0,0,0,0,0,0,0,0,1,2,0,0,
"International Journal of Asian Studies",Cambridge University Press,,Cambridge Core,,CUP:ASI,1479-5914,1479-5922,https://www.cambridge.org/core/product/identifier/ASI/type/journal,Controlled,Total_Item_Investigations,1,0,1,0,0,0,0,0,0,0,0,0,0,
"International Journal of Asian Studies",Cambridge University Press,,Cambridge Core,,CUP:ASI,1479-5914,1479-5922,https://www.cambridge.org/core/product/identifier/ASI/type/journal,Controlled,Unique_Item_Investigations,1,0,1,0,0,0,0,0,0,0,0,0,0,
"Agricultural and Resource Economics Review",Cambridge University Press,,Cambridge Core,,CUP:AGE,1068-2805,2372-2614,https://www.cambridge.org/core/product/identifier/AGE/type/journal,OA_Gold,Total_Item_Investigations,3,0,1,0,0,2,0,0,0,0,0,0,0,
"Agricultural and Resource Economics Review",Cambridge University Press,,Cambridge Core,,CUP:AGE,1068-2805,2372-2614,https://www.cambridge.org/core/product/identifier/AGE/type/journal,OA_Gold,Unique_Item_Investigations,2,0,1,0,0,1,0,0,0,0,0,0,0,
"Agricultural and Resource Economics Review",Cambridge University Press,,Cambridge Core,,CUP:AGE,1068-2805,2372-2614,https://www.cambridge.org/core/product/identifier/AGE/type/journal,OA_Gold,Total_Item_Requests,1,0,0,0,0,1,0,0,0,0,0,0,0,
"Agricultural and Resource Economics Review",Cambridge University Press,,Cambridge Core,,CUP:AGE,1068-2805,2372-2614,https://www.cambridge.org/core/product/identifier/AGE/type/journal,OA_Gold,Unique_Item_Requests,1,0,0,0,0,1,0,0,0,0,0,0,0,
"American Political Science Review",Cambridge University Press,,Cambridge Core,,CUP:PSR,0003-0554,1537-5943,https://www.cambridge.org/core/product/identifier/PSR/type/journal,Controlled,Total_Item_Investigations,3,0,0,1,0,1,0,0,1,0,0,0,0,
"American Political Science Review",Cambridge University Press,,Cambridge Core,,CUP:PSR,0003-0554,1537-5943,https://www.cambridge.org/core/product/identifier/PSR/type/journal,Controlled,Unique_Item_Investigations,3,0,0,1,0,1,0,0,1,0,0,0,0,
"European Journal of Sociology / Archives Europ̩ennes de Sociologie",Cambridge University Press,,Cambridge Core,,CUP:EUR,0003-9756,1474-0583,https://www.cambridge.org/core/product/identifier/EUR/type/journal,Controlled,Total_Item_Investigations,2,0,0,1,0,0,0,0,1,0,0,0,0,
"European Journal of Sociology / Archives Europ̩ennes de Sociologie",Cambridge University Press,,Cambridge Core,,CUP:EUR,0003-9756,1474-0583,https://www.cambridge.org/core/product/identifier/EUR/type/journal,Controlled,Unique_Item_Investigations,2,0,0,1,0,0,0,0,1,0,0,0,0,
"Journal of American Studies",Cambridge University Press,,Cambridge Core,,CUP:AMS,0021-8758,1469-5154,https://www.cambridge.org/core/product/identifier/AMS/type/journal,Controlled,Total_Item_Investigations,10,0,0,2,2,0,0,0,0,2,4,0,0,
"Journal of American Studies",Cambridge University Press,,Cambridge Core,,CUP:AMS,0021-8758,1469-5154,https://www.cambridge.org/core/product/identifier/AMS/type/journal,Controlled,Unique_Item_Investigations,8,0,0,2,2,0,0,0,0,2,2,0,0,
"Journal of American Studies",Cambridge University Press,,Cambridge Core,,CUP:AMS,0021-8758,1469-5154,https://www.cambridge.org/core/product/identifier/AMS/type/journal,Controlled,Total_Item_Requests,1,0,0,0,0,0,0,0,0,1,0,0,0,
"Journal of American Studies",Cambridge University Press,,Cambridge Core,,CUP:AMS,0021-8758,1469-5154,https://www.cambridge.org/core/product/identifier/AMS/type/journal,Controlled,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,1,0,0,0,
"Review of Middle East Studies",Cambridge University Press,,Cambridge Core,,CUP:RMS,0026-3184,2329-3233,https://www.cambridge.org/core/product/identifier/RMS/type/journal,Controlled,Total_Item_Investigations,6,0,0,1,0,0,0,0,1,4,0,0,0,
"Review of Middle East Studies",Cambridge University Press,,Cambridge Core,,CUP:RMS,0026-3184,2329-3233,https://www.cambridge.org/core/product/identifier/RMS/type/journal,Controlled,Unique_Item_Investigations,6,0,0,1,0,0,0,0,1,4,0,0,0,
"The Journal of Modern African Studies",Cambridge University Press,,Cambridge Core,,CUP:MOA,0022-278X,1469-7777,https://www.cambridge.org/core/product/identifier/MOA/type/journal,Controlled,Total_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0,
"The Journal of Modern African Studies",Cambridge University Press,,Cambridge Core,,CUP:MOA,0022-278X,1469-7777,https://www.cambridge.org/core/product/identifier/MOA/type/journal,Controlled,Unique_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0,
"British Journal of Political Science",Cambridge University Press,,Cambridge Core,,CUP:JPS,0007-1234,1469-2112,https://www.cambridge.org/core/product/identifier/JPS/type/journal,Controlled,Total_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0,
"British Journal of Political Science",Cambridge University Press,,Cambridge Core,,CUP:JPS,0007-1234,1469-2112,https://www.cambridge.org/core/product/identifier/JPS/type/journal,Controlled,Unique_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0,
"Behavioral and Brain Sciences",Cambridge University Press,,Cambridge Core,,CUP:BBS,0140-525X,1469-1825,https://www.cambridge.org/core/product/identifier/BBS/type/journal,Controlled,Total_Item_Investigations,77,0,0,2,0,3,0,0,2,0,25,44,1,
"Behavioral and Brain Sciences",Cambridge University Press,,Cambridge Core,,CUP:BBS,0140-525X,1469-1825,https://www.cambridge.org/core/product/identifier/BBS/type/journal,Controlled,Unique_Item_Investigations,67,0,0,2,0,3,0,0,2,0,21,38,1,
"Behavioral and Brain Sciences",Cambridge University Press,,Cambridge Core,,CUP:BBS,0140-525X,1469-1825,https://www.cambridge.org/core/product/identifier/BBS/type/journal,Controlled,Total_Item_Requests,25,0,0,0,0,0,0,0,0,0,25,0,0,
"Behavioral and Brain Sciences",Cambridge University Press,,Cambridge Core,,CUP:BBS,0140-525X,1469-1825,https://www.cambridge.org/core/product/identifier/BBS/type/journal,Controlled,Unique_Item_Requests,21,0,0,0,0,0,0,0,0,0,21,0,0,
"Social Science History",Cambridge University Press,,Cambridge Core,,CUP:SSH,0145-5532,1527-8034,https://www.cambridge.org/core/product/identifier/SSH/type/journal,Controlled,Total_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0,
"Social Science History",Cambridge University Press,,Cambridge Core,,CUP:SSH,0145-5532,1527-8034,https://www.cambridge.org/core/product/identifier/SSH/type/journal,Controlled,Unique_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0,
"Bulletin of Entomological Research",Cambridge University Press,,Cambridge Core,,CUP:BER,0007-4853,1475-2670,https://www.cambridge.org/core/product/identifier/BER/type/journal,Controlled,Total_Item_Investigations,8,0,0,1,0,2,0,0,0,1,3,0,1,
"Bulletin of Entomological Research",Cambridge University Press,,Cambridge Core,,CUP:BER,0007-4853,1475-2670,https://www.cambridge.org/core/product/identifier/BER/type/journal,Controlled,Unique_Item_Investigations,8,0,0,1,0,2,0,0,0,1,3,0,1,
"Business Ethics Quarterly",Cambridge University Press,,Cambridge Core,,CUP:BEQ,1052-150X,2153-3326,https://www.cambridge.org/core/product/identifier/BEQ/type/journal,Controlled,Total_Item_Investigations,4,0,0,1,0,0,1,0,1,0,1,0,0,
"Business Ethics Quarterly",Cambridge University Press,,Cambridge Core,,CUP:BEQ,1052-150X,2153-3326,https://www.cambridge.org/core/product/identifier/BEQ/type/journal,Controlled,Unique_Item_Investigations,4,0,0,1,0,0,1,0,1,0,1,0,0,
"Legal Theory",Cambridge University Press,,Cambridge Core,,CUP:LEG,1352-3252,1469-8048,https://www.cambridge.org/core/product/identifier/LEG/type/journal,Controlled,Total_Item_Investigations,7,0,0,2,0,0,0,0,0,0,0,3,2,
"Legal Theory",Cambridge University Press,,Cambridge Core,,CUP:LEG,1352-3252,1469-8048,https://www.cambridge.org/core/product/identifier/LEG/type/journal,Controlled,Unique_Item_Investigations,3,0,0,1,0,0,0,0,0,0,0,1,1,
"Law & Social Inquiry",Cambridge University Press,,Cambridge Core,,CUP:LSI,0897-6546,1747-4469,https://www.cambridge.org/core/product/identifier/LSI/type/journal,Controlled,Total_Item_Investigations,3,0,0,2,0,0,1,0,0,0,0,0,0,
"Law & Social Inquiry",Cambridge University Press,,Cambridge Core,,CUP:LSI,0897-6546,1747-4469,https://www.cambridge.org/core/product/identifier/LSI/type/journal,Controlled,Unique_Item_Investigations,3,0,0,2,0,0,1,0,0,0,0,0,0,
"Journal of Latin American Studies",Cambridge University Press,,Cambridge Core,,CUP:LAS,0022-216X,1469-767X,https://www.cambridge.org/core/product/identifier/LAS/type/journal,Controlled,Total_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0,
"Journal of Latin American Studies",Cambridge University Press,,Cambridge Core,,CUP:LAS,0022-216X,1469-767X,https://www.cambridge.org/core/product/identifier/LAS/type/journal,Controlled,Unique_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0,
"Nutrition Research Reviews",Cambridge University Press,,Cambridge Core,,CUP:NRR,0954-4224,1475-2700,https://www.cambridge.org/core/product/identifier/NRR/type/journal,Controlled,Total_Item_Investigations,10,0,0,2,0,0,0,0,0,3,2,3,0,
"Nutrition Research Reviews",Cambridge University Press,,Cambridge Core,,CUP:NRR,0954-4224,1475-2700,https://www.cambridge.org/core/product/identifier/NRR/type/journal,Controlled,Total_Item_Requests,4,0,0,1,0,0,0,0,0,1,2,0,0,
"Nutrition Research Reviews",Cambridge University Press,,Cambridge Core,,CUP:NRR,0954-4224,1475-2700,https://www.cambridge.org/core/product/identifier/NRR/type/journal,Controlled,Unique_Item_Investigations,6,0,0,1,0,0,0,0,0,2,2,1,0,
"Nutrition Research Reviews",Cambridge University Press,,Cambridge Core,,CUP:NRR,0954-4224,1475-2700,https://www.cambridge.org/core/product/identifier/NRR/type/journal,Controlled,Unique_Item_Requests,4,0,0,1,0,0,0,0,0,1,2,0,0,
"Animal Science",Cambridge University Press,,Cambridge Core,,CUP:ASC,1357-7298,1748-748X,https://www.cambridge.org/core/product/identifier/ASC/type/journal,Controlled,Total_Item_Investigations,6,0,0,1,1,0,0,0,0,1,3,0,0,
"Animal Science",Cambridge University Press,,Cambridge Core,,CUP:ASC,1357-7298,1748-748X,https://www.cambridge.org/core/product/identifier/ASC/type/journal,Controlled,Unique_Item_Investigations,5,0,0,1,1,0,0,0,0,1,2,0,0,
"International Organization",Cambridge University Press,,Cambridge Core,,CUP:INO,0020-8183,1531-5088,https://www.cambridge.org/core/product/identifier/INO/type/journal,Controlled,Total_Item_Investigations,3,0,0,1,1,0,0,0,0,1,0,0,0,
"International Organization",Cambridge University Press,,Cambridge Core,,CUP:INO,0020-8183,1531-5088,https://www.cambridge.org/core/product/identifier/INO/type/journal,Controlled,Unique_Item_Investigations,3,0,0,1,1,0,0,0,0,1,0,0,0,
"The Journal of Hellenic Studies",Cambridge University Press,,Cambridge Core,,CUP:JHS,0075-4269,2041-4099,https://www.cambridge.org/core/product/identifier/JHS/type/journal,Controlled,Total_Item_Investigations,2,0,0,2,0,0,0,0,0,0,0,0,0,
"The Journal of Hellenic Studies",Cambridge University Press,,Cambridge Core,,CUP:JHS,0075-4269,2041-4099,https://www.cambridge.org/core/product/identifier/JHS/type/journal,Controlled,Unique_Item_Investigations,2,0,0,2,0,0,0,0,0,0,0,0,0,
"Prehospital and Disaster Medicine",Cambridge University Press,,Cambridge Core,,CUP:PDM,1049-023X,1945-1938,https://www.cambridge.org/core/product/identifier/PDM/type/journal,Controlled,Total_Item_Investigations,4,0,0,1,0,0,2,1,0,0,0,0,0,
"Prehospital and Disaster Medicine",Cambridge University Press,,Cambridge Core,,CUP:PDM,1049-023X,1945-1938,https://www.cambridge.org/core/product/identifier/PDM/type/journal,Controlled,Unique_Item_Investigations,3,0,0,1,0,0,1,1,0,0,0,0,0,
"Modern Italy",Cambridge University Press,,Cambridge Core,,CUP:MIT,1353-2944,1469-9877,https://www.cambridge.org/core/product/identifier/MIT/type/journal,Controlled,Total_Item_Investigations,3,0,0,3,0,0,0,0,0,0,0,0,0,
"Modern Italy",Cambridge University Press,,Cambridge Core,,CUP:MIT,1353-2944,1469-9877,https://www.cambridge.org/core/product/identifier/MIT/type/journal,Controlled,Unique_Item_Investigations,3,0,0,3,0,0,0,0,0,0,0,0,0,
"The Journal of the Gilded Age and Progressive Era",Cambridge University Press,,Cambridge Core,,CUP:JGA,1537-7814,1943-3557,https://www.cambridge.org/core/product/identifier/JGA/type/journal,Controlled,Total_Item_Investigations,2,0,0,1,0,0,0,0,0,1,0,0,0,
"The Journal of the Gilded Age and Progressive Era",Cambridge University Press,,Cambridge Core,,CUP:JGA,1537-7814,1943-3557,https://www.cambridge.org/core/product/identifier/JGA/type/journal,Controlled,Unique_Item_Investigations,2,0,0,1,0,0,0,0,0,1,0,0,0,
"Management and Organization Review",Cambridge University Press,,Cambridge Core,,CUP:MOR,1740-8776,1740-8784,https://www.cambridge.org/core/product/identifier/MOR/type/journal,Controlled,Total_Item_Investigations,9,0,0,3,0,0,0,0,0,6,0,0,0,
"Management and Organization Review",Cambridge University Press,,Cambridge Core,,CUP:MOR,1740-8776,1740-8784,https://www.cambridge.org/core/product/identifier/MOR/type/journal,Controlled,Unique_Item_Investigations,7,0,0,3,0,0,0,0,0,4,0,0,0,
"Management and Organization Review",Cambridge University Press,,Cambridge Core,,CUP:MOR,1740-8776,1740-8784,https://www.cambridge.org/core/product/identifier/MOR/type/journal,Controlled,Total_Item_Requests,5,0,0,0,0,0,0,0,0,5,0,0,0,
"Management and Organization Review",Cambridge University Press,,Cambridge Core,,CUP:MOR,1740-8776,1740-8784,https://www.cambridge.org/core/product/identifier/MOR/type/journal,Controlled,Unique_Item_Requests,3,0,0,0,0,0,0,0,0,3,0,0,0,
"Ageing & Society",Cambridge University Press,,Cambridge Core,,CUP:ASO,0144-686X,1469-1779,https://www.cambridge.org/core/product/identifier/ASO/type/journal,Controlled,Total_Item_Investigations,5,0,0,2,0,0,0,0,0,1,2,0,0,
"Ageing & Society",Cambridge University Press,,Cambridge Core,,CUP:ASO,0144-686X,1469-1779,https://www.cambridge.org/core/product/identifier/ASO/type/journal,Controlled,Total_Item_Requests,1,0,0,1,0,0,0,0,0,0,0,0,0,
"Ageing & Society",Cambridge University Press,,Cambridge Core,,CUP:ASO,0144-686X,1469-1779,https://www.cambridge.org/core/product/identifier/ASO/type/journal,Controlled,Unique_Item_Investigations,4,0,0,1,0,0,0,0,0,1,2,0,0,
"Ageing & Society",Cambridge University Press,,Cambridge Core,,CUP:ASO,0144-686X,1469-1779,https://www.cambridge.org/core/product/identifier/ASO/type/journal,Controlled,Unique_Item_Requests,1,0,0,1,0,0,0,0,0,0,0,0,0,
"Canadian Journal of Neurological Sciences",Cambridge University Press,,Cambridge Core,,CUP:CJN,0317-1671,2057-0155,https://www.cambridge.org/core/product/identifier/CJN/type/journal,Controlled,Total_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0,
"Canadian Journal of Neurological Sciences",Cambridge University Press,,Cambridge Core,,CUP:CJN,0317-1671,2057-0155,https://www.cambridge.org/core/product/identifier/CJN/type/journal,Controlled,Unique_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0,
"Royal Institute of Philosophy Supplements",Cambridge University Press,,Cambridge Core,,CUP:PHS,1358-2461,1755-3555,https://www.cambridge.org/core/product/identifier/PHS/type/journal,Controlled,Total_Item_Investigations,11,0,0,4,1,0,0,1,1,4,0,0,0,
"Royal Institute of Philosophy Supplements",Cambridge University Press,,Cambridge Core,,CUP:PHS,1358-2461,1755-3555,https://www.cambridge.org/core/product/identifier/PHS/type/journal,Controlled,Unique_Item_Investigations,10,0,0,3,1,0,0,1,1,4,0,0,0,
"Psychological Medicine",Cambridge University Press,,Cambridge Core,,CUP:PSM,0033-2917,1469-8978,https://www.cambridge.org/core/product/identifier/PSM/type/journal,Controlled,Total_Item_Investigations,17,0,0,2,0,2,0,0,2,2,1,0,8,
"Psychological Medicine",Cambridge University Press,,Cambridge Core,,CUP:PSM,0033-2917,1469-8978,https://www.cambridge.org/core/product/identifier/PSM/type/journal,Controlled,Unique_Item_Investigations,11,0,0,2,0,2,0,0,1,1,1,0,4,
"Psychological Medicine",Cambridge University Press,,Cambridge Core,,CUP:PSM,0033-2917,1469-8978,https://www.cambridge.org/core/product/identifier/PSM/type/journal,Controlled,Total_Item_Requests,9,0,0,0,0,0,0,0,2,1,0,0,6,
"Psychological Medicine",Cambridge University Press,,Cambridge Core,,CUP:PSM,0033-2917,1469-8978,https://www.cambridge.org/core/product/identifier/PSM/type/journal,Controlled,Unique_Item_Requests,5,0,0,0,0,0,0,0,1,1,0,0,3,
