Title,Proprietary_ID,Print_ISSN,URI,Online_ISSN,Access_Type,Metric_Type,Reporting_Period_Total,Jul-2020,Aug-2020,Sep-2020,Oct-2020,Nov-2020,Dec-2020,Jan-2021,Feb-2021,Mar-2021,Apr-2021,May-2021,Jun-2021
Disaster Medicine and Public Health Preparedness,CUP:DMP,1935-7893,https://www.cambridge.org/core/product/identifier/DMP/type/journal,1938-744X,Controlled,Total_Item_Investigations,6,0,0,1,0,0,3,0,0,0,0,2,0
Disaster Medicine and Public Health Preparedness,CUP:DMP,1935-7893,https://www.cambridge.org/core/product/identifier/DMP/type/journal,1938-744X,Controlled,Unique_Item_Investigations,5,0,0,1,0,0,2,0,0,0,0,2,0
Disaster Medicine and Public Health Preparedness,CUP:DMP,1935-7893,https://www.cambridge.org/core/product/identifier/DMP/type/journal,1938-744X,Controlled,Total_Item_Requests,1,0,0,0,0,0,0,0,0,0,0,1,0
Disaster Medicine and Public Health Preparedness,CUP:DMP,1935-7893,https://www.cambridge.org/core/product/identifier/DMP/type/journal,1938-744X,Controlled,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,0,0,1,0
The British Journal of Psychiatry,CUP:BJP,0007-1250,https://www.cambridge.org/core/product/identifier/BJP/type/journal,1472-1465,Controlled,Total_Item_Investigations,20,0,0,1,1,1,0,0,2,2,6,2,5
The British Journal of Psychiatry,CUP:BJP,0007-1250,https://www.cambridge.org/core/product/identifier/BJP/type/journal,1472-1465,Controlled,Unique_Item_Investigations,17,0,0,1,1,1,0,0,1,2,6,2,3
The British Journal of Psychiatry,CUP:BJP,0007-1250,https://www.cambridge.org/core/product/identifier/BJP/type/journal,1472-1465,Controlled,Total_Item_Requests,9,0,0,0,0,0,0,0,2,1,5,0,1
The British Journal of Psychiatry,CUP:BJP,0007-1250,https://www.cambridge.org/core/product/identifier/BJP/type/journal,1472-1465,Controlled,Unique_Item_Requests,8,0,0,0,0,0,0,0,1,1,5,0,1
Acta Numerica,CUP:ANU,0962-4929,https://www.cambridge.org/core/product/identifier/ANU/type/journal,1474-0508,Controlled,Total_Item_Investigations,4,0,0,1,0,0,0,0,3,0,0,0,0
Acta Numerica,CUP:ANU,0962-4929,https://www.cambridge.org/core/product/identifier/ANU/type/journal,1474-0508,Controlled,Unique_Item_Investigations,3,0,0,1,0,0,0,0,2,0,0,0,0
Acta Numerica,CUP:ANU,0962-4929,https://www.cambridge.org/core/product/identifier/ANU/type/journal,1474-0508,Controlled,Total_Item_Requests,2,0,0,0,0,0,0,0,2,0,0,0,0
Acta Numerica,CUP:ANU,0962-4929,https://www.cambridge.org/core/product/identifier/ANU/type/journal,1474-0508,Controlled,Unique_Item_Requests,2,0,0,0,0,0,0,0,2,0,0,0,0
Microscopy and Microanalysis,CUP:MAM,1431-9276,https://www.cambridge.org/core/product/identifier/MAM/type/journal,1435-8115,OA_Gold,Total_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0
Microscopy and Microanalysis,CUP:MAM,1431-9276,https://www.cambridge.org/core/product/identifier/MAM/type/journal,1435-8115,OA_Gold,Unique_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0
Cambridge Journal of Postcolonial Literary Inquiry,CUP:PLI,2052-2614,https://www.cambridge.org/core/product/identifier/PLI/type/journal,2052-2622,Controlled,Total_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0
Cambridge Journal of Postcolonial Literary Inquiry,CUP:PLI,2052-2614,https://www.cambridge.org/core/product/identifier/PLI/type/journal,2052-2622,Controlled,Unique_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0
Journal of Dairy Research,CUP:DAR,0022-0299,https://www.cambridge.org/core/product/identifier/DAR/type/journal,1469-7629,OA_Gold,Total_Item_Investigations,2,0,0,2,0,0,0,0,0,0,0,0,0
Journal of Dairy Research,CUP:DAR,0022-0299,https://www.cambridge.org/core/product/identifier/DAR/type/journal,1469-7629,OA_Gold,Total_Item_Requests,2,0,0,2,0,0,0,0,0,0,0,0,0
Journal of Dairy Research,CUP:DAR,0022-0299,https://www.cambridge.org/core/product/identifier/DAR/type/journal,1469-7629,OA_Gold,Unique_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0
Journal of Dairy Research,CUP:DAR,0022-0299,https://www.cambridge.org/core/product/identifier/DAR/type/journal,1469-7629,OA_Gold,Unique_Item_Requests,1,0,0,1,0,0,0,0,0,0,0,0,0
The Review of Symbolic Logic,CUP:RSL,1755-0203,https://www.cambridge.org/core/product/identifier/RSL/type/journal,1755-0211,Controlled,Total_Item_Investigations,2,0,0,1,0,0,0,0,0,1,0,0,0
The Review of Symbolic Logic,CUP:RSL,1755-0203,https://www.cambridge.org/core/product/identifier/RSL/type/journal,1755-0211,Controlled,Unique_Item_Investigations,2,0,0,1,0,0,0,0,0,1,0,0,0
The Journal of Economic History,CUP:JEH,0022-0507,https://www.cambridge.org/core/product/identifier/JEH/type/journal,1471-6372,Controlled,Total_Item_Investigations,17,0,0,2,0,0,0,5,1,5,1,3,0
The Journal of Economic History,CUP:JEH,0022-0507,https://www.cambridge.org/core/product/identifier/JEH/type/journal,1471-6372,Controlled,Unique_Item_Investigations,16,0,0,2,0,0,0,4,1,5,1,3,0
The Journal of Economic History,CUP:JEH,0022-0507,https://www.cambridge.org/core/product/identifier/JEH/type/journal,1471-6372,Controlled,Total_Item_Requests,2,0,0,0,0,0,0,2,0,0,0,0,0
The Journal of Economic History,CUP:JEH,0022-0507,https://www.cambridge.org/core/product/identifier/JEH/type/journal,1471-6372,Controlled,Unique_Item_Requests,1,0,0,0,0,0,0,1,0,0,0,0,0
The Educational and Developmental Psychologist,CUP:EDP,2059-0776,https://www.cambridge.org/core/product/identifier/EDP/type/journal,2059-0784,Controlled,Total_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0
The Educational and Developmental Psychologist,CUP:EDP,2059-0776,https://www.cambridge.org/core/product/identifier/EDP/type/journal,2059-0784,Controlled,Unique_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0
Ancient Mesoamerica,CUP:ATM,0956-5361,https://www.cambridge.org/core/product/identifier/ATM/type/journal,1469-1787,Controlled,Total_Item_Investigations,3,0,0,3,0,0,0,0,0,0,0,0,0
Ancient Mesoamerica,CUP:ATM,0956-5361,https://www.cambridge.org/core/product/identifier/ATM/type/journal,1469-1787,Controlled,Unique_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0
Modern Intellectual History,CUP:MIH,1479-2443,https://www.cambridge.org/core/product/identifier/MIH/type/journal,1479-2451,Controlled,Total_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0
Modern Intellectual History,CUP:MIH,1479-2443,https://www.cambridge.org/core/product/identifier/MIH/type/journal,1479-2451,Controlled,Unique_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0
Journal of Financial and Quantitative Analysis,CUP:JFQ,0022-1090,https://www.cambridge.org/core/product/identifier/JFQ/type/journal,1756-6916,Controlled,Total_Item_Investigations,48,0,0,2,2,1,3,12,3,1,20,2,2
Journal of Financial and Quantitative Analysis,CUP:JFQ,0022-1090,https://www.cambridge.org/core/product/identifier/JFQ/type/journal,1756-6916,Controlled,Unique_Item_Investigations,41,0,0,2,1,1,3,11,3,1,15,2,2
Journal of Financial and Quantitative Analysis,CUP:JFQ,0022-1090,https://www.cambridge.org/core/product/identifier/JFQ/type/journal,1756-6916,Controlled,Total_Item_Requests,5,0,0,0,1,0,0,1,0,0,3,0,0
Journal of Financial and Quantitative Analysis,CUP:JFQ,0022-1090,https://www.cambridge.org/core/product/identifier/JFQ/type/journal,1756-6916,Controlled,Unique_Item_Requests,5,0,0,0,1,0,0,1,0,0,3,0,0
Journal of Applied Probability,CUP:JPR,0021-9002,https://www.cambridge.org/core/product/identifier/JPR/type/journal,1475-6072,Controlled,Total_Item_Investigations,31,0,0,0,4,0,3,0,16,0,0,0,8
Journal of Applied Probability,CUP:JPR,0021-9002,https://www.cambridge.org/core/product/identifier/JPR/type/journal,1475-6072,Controlled,Unique_Item_Investigations,29,0,0,0,4,0,3,0,14,0,0,0,8
Journal of Applied Probability,CUP:JPR,0021-9002,https://www.cambridge.org/core/product/identifier/JPR/type/journal,1475-6072,Controlled,Total_Item_Requests,1,0,0,0,0,0,0,0,1,0,0,0,0
Journal of Applied Probability,CUP:JPR,0021-9002,https://www.cambridge.org/core/product/identifier/JPR/type/journal,1475-6072,Controlled,Unique_Item_Requests,1,0,0,0,0,0,0,0,1,0,0,0,0
American Antiquity,CUP:AAQ,0002-7316,https://www.cambridge.org/core/product/identifier/AAQ/type/journal,2325-5064,Controlled,Total_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0
American Antiquity,CUP:AAQ,0002-7316,https://www.cambridge.org/core/product/identifier/AAQ/type/journal,2325-5064,Controlled,Unique_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0
Journal of Linguistics,CUP:LIN,0022-2267,https://www.cambridge.org/core/product/identifier/LIN/type/journal,1469-7742,Controlled,Total_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0
Journal of Linguistics,CUP:LIN,0022-2267,https://www.cambridge.org/core/product/identifier/LIN/type/journal,1469-7742,Controlled,Unique_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0
American Journal of International Law,CUP:AJI,0002-9300,https://www.cambridge.org/core/product/identifier/AJI/type/journal,2161-7953,Controlled,Total_Item_Investigations,6,0,0,0,3,0,0,0,2,0,1,0,0
American Journal of International Law,CUP:AJI,0002-9300,https://www.cambridge.org/core/product/identifier/AJI/type/journal,2161-7953,Controlled,Unique_Item_Investigations,6,0,0,0,3,0,0,0,2,0,1,0,0
Philosophy,CUP:PHI,0031-8191,https://www.cambridge.org/core/product/identifier/PHI/type/journal,1469-817X,Controlled,Total_Item_Investigations,3,0,0,0,1,0,0,1,0,1,0,0,0
Philosophy,CUP:PHI,0031-8191,https://www.cambridge.org/core/product/identifier/PHI/type/journal,1469-817X,Controlled,Unique_Item_Investigations,3,0,0,0,1,0,0,1,0,1,0,0,0
History in Africa,CUP:HIA,0361-5413,https://www.cambridge.org/core/product/identifier/HIA/type/journal,1558-2744,Controlled,Total_Item_Investigations,2,0,0,0,1,0,0,0,0,1,0,0,0
History in Africa,CUP:HIA,0361-5413,https://www.cambridge.org/core/product/identifier/HIA/type/journal,1558-2744,Controlled,Unique_Item_Investigations,2,0,0,0,1,0,0,0,0,1,0,0,0
Bulletin of the School of Oriental and African Studies,CUP:BSO,0041-977X,https://www.cambridge.org/core/product/identifier/BSO/type/journal,1474-0699,Controlled,Total_Item_Investigations,5,0,0,0,1,0,1,0,0,1,1,1,0
Bulletin of the School of Oriental and African Studies,CUP:BSO,0041-977X,https://www.cambridge.org/core/product/identifier/BSO/type/journal,1474-0699,Controlled,Unique_Item_Investigations,5,0,0,0,1,0,1,0,0,1,1,1,0
Review of International Studies,CUP:RIS,0260-2105,https://www.cambridge.org/core/product/identifier/RIS/type/journal,1469-9044,Controlled,Total_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0
Review of International Studies,CUP:RIS,0260-2105,https://www.cambridge.org/core/product/identifier/RIS/type/journal,1469-9044,Controlled,Unique_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0
Powder Diffraction,CUP:PDJ,0885-7156,https://www.cambridge.org/core/product/identifier/PDJ/type/journal,1945-7413,Controlled,Total_Item_Investigations,5,0,0,0,1,2,0,0,0,1,1,0,0
Powder Diffraction,CUP:PDJ,0885-7156,https://www.cambridge.org/core/product/identifier/PDJ/type/journal,1945-7413,Controlled,Unique_Item_Investigations,5,0,0,0,1,2,0,0,0,1,1,0,0
Journal of the Royal Asiatic Society,CUP:JRA,1356-1863,https://www.cambridge.org/core/product/identifier/JRA/type/journal,1474-0591,Controlled,Total_Item_Investigations,6,0,0,0,2,0,0,0,0,0,4,0,0
Journal of the Royal Asiatic Society,CUP:JRA,1356-1863,https://www.cambridge.org/core/product/identifier/JRA/type/journal,1474-0591,Controlled,Unique_Item_Investigations,6,0,0,0,2,0,0,0,0,0,4,0,0
The Classical Quarterly,CUP:CAQ,0009-8388,https://www.cambridge.org/core/product/identifier/CAQ/type/journal,1471-6844,Controlled,Total_Item_Investigations,3,0,0,0,1,0,0,0,0,2,0,0,0
The Classical Quarterly,CUP:CAQ,0009-8388,https://www.cambridge.org/core/product/identifier/CAQ/type/journal,1471-6844,Controlled,Unique_Item_Investigations,3,0,0,0,1,0,0,0,0,2,0,0,0
Bilingualism: Language and Cognition,CUP:BIL,1366-7289,https://www.cambridge.org/core/product/identifier/BIL/type/journal,1469-1841,Controlled,Total_Item_Investigations,2,0,0,0,1,0,0,0,0,0,0,1,0
Bilingualism: Language and Cognition,CUP:BIL,1366-7289,https://www.cambridge.org/core/product/identifier/BIL/type/journal,1469-1841,Controlled,Unique_Item_Investigations,2,0,0,0,1,0,0,0,0,0,0,1,0
Ethics & International Affairs,CUP:EIA,0892-6794,https://www.cambridge.org/core/product/identifier/EIA/type/journal,1747-7093,Controlled,Total_Item_Investigations,2,0,0,0,1,1,0,0,0,0,0,0,0
Ethics & International Affairs,CUP:EIA,0892-6794,https://www.cambridge.org/core/product/identifier/EIA/type/journal,1747-7093,Controlled,Unique_Item_Investigations,2,0,0,0,1,1,0,0,0,0,0,0,0
Epidemiology & Infection,CUP:HYG,0950-2688,https://www.cambridge.org/core/product/identifier/HYG/type/journal,1469-4409,Controlled,Total_Item_Investigations,8,0,0,0,2,0,0,0,4,2,0,0,0
Epidemiology & Infection,CUP:HYG,0950-2688,https://www.cambridge.org/core/product/identifier/HYG/type/journal,1469-4409,Controlled,Unique_Item_Investigations,5,0,0,0,2,0,0,0,2,1,0,0,0
Epidemiology & Infection,CUP:HYG,0950-2688,https://www.cambridge.org/core/product/identifier/HYG/type/journal,1469-4409,Controlled,Total_Item_Requests,4,0,0,0,0,0,0,0,4,0,0,0,0
Epidemiology & Infection,CUP:HYG,0950-2688,https://www.cambridge.org/core/product/identifier/HYG/type/journal,1469-4409,Controlled,Unique_Item_Requests,2,0,0,0,0,0,0,0,2,0,0,0,0
Government and Opposition,CUP:GOV,0017-257X,https://www.cambridge.org/core/product/identifier/GOV/type/journal,1477-7053,Controlled,Total_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0
Government and Opposition,CUP:GOV,0017-257X,https://www.cambridge.org/core/product/identifier/GOV/type/journal,1477-7053,Controlled,Unique_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0
Architectural History,CUP:ARH,0066-622X,https://www.cambridge.org/core/product/identifier/ARH/type/journal,2059-5670,Controlled,Total_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0
Architectural History,CUP:ARH,0066-622X,https://www.cambridge.org/core/product/identifier/ARH/type/journal,2059-5670,Controlled,Unique_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0
The Psychiatrist,CUP:BJS,1758-3209,https://www.cambridge.org/core/product/identifier/BJS/type/journal,1758-3217,OA_Gold,Total_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0
The Psychiatrist,CUP:BJS,1758-3209,https://www.cambridge.org/core/product/identifier/BJS/type/journal,1758-3217,OA_Gold,Total_Item_Requests,1,0,0,0,1,0,0,0,0,0,0,0,0
The Psychiatrist,CUP:BJS,1758-3209,https://www.cambridge.org/core/product/identifier/BJS/type/journal,1758-3217,OA_Gold,Unique_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0
The Psychiatrist,CUP:BJS,1758-3209,https://www.cambridge.org/core/product/identifier/BJS/type/journal,1758-3217,OA_Gold,Unique_Item_Requests,1,0,0,0,1,0,0,0,0,0,0,0,0
Dialogue: Canadian Philosophical Review / Revue canadienne de philosophie,CUP:DIA,0012-2173,https://www.cambridge.org/core/product/identifier/DIA/type/journal,1759-0949,Controlled,Total_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0
Dialogue: Canadian Philosophical Review / Revue canadienne de philosophie,CUP:DIA,0012-2173,https://www.cambridge.org/core/product/identifier/DIA/type/journal,1759-0949,Controlled,Unique_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0
Theatre Survey,CUP:TSY,0040-5574,https://www.cambridge.org/core/product/identifier/TSY/type/journal,1475-4533,Controlled,Total_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0
Theatre Survey,CUP:TSY,0040-5574,https://www.cambridge.org/core/product/identifier/TSY/type/journal,1475-4533,Controlled,Total_Item_Requests,1,0,0,0,1,0,0,0,0,0,0,0,0
Theatre Survey,CUP:TSY,0040-5574,https://www.cambridge.org/core/product/identifier/TSY/type/journal,1475-4533,Controlled,Unique_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0
Theatre Survey,CUP:TSY,0040-5574,https://www.cambridge.org/core/product/identifier/TSY/type/journal,1475-4533,Controlled,Unique_Item_Requests,1,0,0,0,1,0,0,0,0,0,0,0,0
Medical History,CUP:MDH,0025-7273,https://www.cambridge.org/core/product/identifier/MDH/type/journal,2048-8343,OA_Gold,Total_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0
Medical History,CUP:MDH,0025-7273,https://www.cambridge.org/core/product/identifier/MDH/type/journal,2048-8343,OA_Gold,Total_Item_Requests,1,0,0,0,1,0,0,0,0,0,0,0,0
Medical History,CUP:MDH,0025-7273,https://www.cambridge.org/core/product/identifier/MDH/type/journal,2048-8343,OA_Gold,Unique_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0
Medical History,CUP:MDH,0025-7273,https://www.cambridge.org/core/product/identifier/MDH/type/journal,2048-8343,OA_Gold,Unique_Item_Requests,1,0,0,0,1,0,0,0,0,0,0,0,0
The Spanish Journal of Psychology,CUP:SJP,1138-7416,https://www.cambridge.org/core/product/identifier/SJP/type/journal,1988-2904,Controlled,Total_Item_Investigations,6,0,0,0,1,5,0,0,0,0,0,0,0
The Spanish Journal of Psychology,CUP:SJP,1138-7416,https://www.cambridge.org/core/product/identifier/SJP/type/journal,1988-2904,Controlled,Unique_Item_Investigations,4,0,0,0,1,3,0,0,0,0,0,0,0
Microscopy Today,CUP:MTO,1551-9295,https://www.cambridge.org/core/product/identifier/MTO/type/journal,2150-3583,Controlled,Total_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0
Microscopy Today,CUP:MTO,1551-9295,https://www.cambridge.org/core/product/identifier/MTO/type/journal,2150-3583,Controlled,Total_Item_Requests,1,0,0,0,1,0,0,0,0,0,0,0,0
Microscopy Today,CUP:MTO,1551-9295,https://www.cambridge.org/core/product/identifier/MTO/type/journal,2150-3583,Controlled,Unique_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0
Microscopy Today,CUP:MTO,1551-9295,https://www.cambridge.org/core/product/identifier/MTO/type/journal,2150-3583,Controlled,Unique_Item_Requests,1,0,0,0,1,0,0,0,0,0,0,0,0
European Psychiatry,CUP:EPA,0924-9338,https://www.cambridge.org/core/product/identifier/EPA/type/journal,1778-3585,Controlled,Total_Item_Investigations,3,0,0,0,2,0,0,0,0,0,0,1,0
European Psychiatry,CUP:EPA,0924-9338,https://www.cambridge.org/core/product/identifier/EPA/type/journal,1778-3585,Controlled,Unique_Item_Investigations,3,0,0,0,2,0,0,0,0,0,0,1,0
Advances in Archaeological Practice,CUP:AAP,,https://www.cambridge.org/core/product/identifier/AAP/type/journal,2326-3768,Controlled,Total_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0
Advances in Archaeological Practice,CUP:AAP,,https://www.cambridge.org/core/product/identifier/AAP/type/journal,2326-3768,Controlled,Unique_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0
"Journal of Race, Ethnicity and Politics",CUP:REP,,https://www.cambridge.org/core/product/identifier/REP/type/journal,2056-6085,Controlled,Total_Item_Investigations,14,0,0,0,2,0,0,0,1,5,5,1,0
"Journal of Race, Ethnicity and Politics",CUP:REP,,https://www.cambridge.org/core/product/identifier/REP/type/journal,2056-6085,Controlled,Total_Item_Requests,14,0,0,0,2,0,0,0,1,5,5,1,0
"Journal of Race, Ethnicity and Politics",CUP:REP,,https://www.cambridge.org/core/product/identifier/REP/type/journal,2056-6085,Controlled,Unique_Item_Investigations,12,0,0,0,2,0,0,0,1,5,3,1,0
"Journal of Race, Ethnicity and Politics",CUP:REP,,https://www.cambridge.org/core/product/identifier/REP/type/journal,2056-6085,Controlled,Unique_Item_Requests,12,0,0,0,2,0,0,0,1,5,3,1,0
Radiocarbon,CUP:RDC,0033-8222,https://www.cambridge.org/core/product/identifier/RDC/type/journal,1945-5755,Controlled,Total_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0
Radiocarbon,CUP:RDC,0033-8222,https://www.cambridge.org/core/product/identifier/RDC/type/journal,1945-5755,Controlled,Unique_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0
Leiden Journal of International Law,CUP:LJL,0922-1565,https://www.cambridge.org/core/product/identifier/LJL/type/journal,1478-9698,OA_Gold,Total_Item_Investigations,2,0,0,0,2,0,0,0,0,0,0,0,0
Leiden Journal of International Law,CUP:LJL,0922-1565,https://www.cambridge.org/core/product/identifier/LJL/type/journal,1478-9698,OA_Gold,Total_Item_Requests,1,0,0,0,1,0,0,0,0,0,0,0,0
Leiden Journal of International Law,CUP:LJL,0922-1565,https://www.cambridge.org/core/product/identifier/LJL/type/journal,1478-9698,OA_Gold,Unique_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0
Leiden Journal of International Law,CUP:LJL,0922-1565,https://www.cambridge.org/core/product/identifier/LJL/type/journal,1478-9698,OA_Gold,Unique_Item_Requests,1,0,0,0,1,0,0,0,0,0,0,0,0
Probability in the Engineering and Informational Sciences,CUP:PES,0269-9648,https://www.cambridge.org/core/product/identifier/PES/type/journal,1469-8951,Controlled,Total_Item_Investigations,5,0,0,0,1,0,0,0,2,0,2,0,0
Probability in the Engineering and Informational Sciences,CUP:PES,0269-9648,https://www.cambridge.org/core/product/identifier/PES/type/journal,1469-8951,Controlled,Unique_Item_Investigations,5,0,0,0,1,0,0,0,2,0,2,0,0
The China Quarterly,CUP:CQY,0305-7410,https://www.cambridge.org/core/product/identifier/CQY/type/journal,1468-2648,Controlled,Total_Item_Investigations,3,0,0,0,0,1,0,0,1,0,1,0,0
The China Quarterly,CUP:CQY,0305-7410,https://www.cambridge.org/core/product/identifier/CQY/type/journal,1468-2648,Controlled,Unique_Item_Investigations,3,0,0,0,0,1,0,0,1,0,1,0,0
Child Psychology and Psychiatry Review,CUP:CPR,1360-6417,https://www.cambridge.org/core/product/identifier/CPR/type/journal,1469-2155,Controlled,Total_Item_Investigations,2,0,0,0,0,2,0,0,0,0,0,0,0
Child Psychology and Psychiatry Review,CUP:CPR,1360-6417,https://www.cambridge.org/core/product/identifier/CPR/type/journal,1469-2155,Controlled,Unique_Item_Investigations,1,0,0,0,0,1,0,0,0,0,0,0,0
Foreign Policy Bulletin,CUP:FPB,1052-7036,https://www.cambridge.org/core/product/identifier/FPB/type/journal,1745-1302,Controlled,Total_Item_Investigations,1,0,0,0,0,1,0,0,0,0,0,0,0
Foreign Policy Bulletin,CUP:FPB,1052-7036,https://www.cambridge.org/core/product/identifier/FPB/type/journal,1745-1302,Controlled,Unique_Item_Investigations,1,0,0,0,0,1,0,0,0,0,0,0,0
Canadian Journal of Philosophy,CUP:CAN,0045-5091,https://www.cambridge.org/core/product/identifier/CAN/type/journal,1911-0820,Controlled,Total_Item_Investigations,13,0,0,0,0,12,0,1,0,0,0,0,0
Canadian Journal of Philosophy,CUP:CAN,0045-5091,https://www.cambridge.org/core/product/identifier/CAN/type/journal,1911-0820,Controlled,Unique_Item_Investigations,11,0,0,0,0,10,0,1,0,0,0,0,0
Advances in Psychiatric Treatment,CUP:BJW,1355-5146,https://www.cambridge.org/core/product/identifier/BJW/type/journal,1472-1481,Controlled,Total_Item_Investigations,5,0,0,0,0,1,0,0,1,0,1,1,1
Advances in Psychiatric Treatment,CUP:BJW,1355-5146,https://www.cambridge.org/core/product/identifier/BJW/type/journal,1472-1481,Controlled,Total_Item_Requests,5,0,0,0,0,1,0,0,1,0,1,1,1
Advances in Psychiatric Treatment,CUP:BJW,1355-5146,https://www.cambridge.org/core/product/identifier/BJW/type/journal,1472-1481,Controlled,Unique_Item_Investigations,5,0,0,0,0,1,0,0,1,0,1,1,1
Advances in Psychiatric Treatment,CUP:BJW,1355-5146,https://www.cambridge.org/core/product/identifier/BJW/type/journal,1472-1481,Controlled,Unique_Item_Requests,5,0,0,0,0,1,0,0,1,0,1,1,1
arq: Architectural Research Quarterly,CUP:ARQ,1359-1355,https://www.cambridge.org/core/product/identifier/ARQ/type/journal,1474-0516,Controlled,Total_Item_Investigations,1,0,0,0,0,1,0,0,0,0,0,0,0
arq: Architectural Research Quarterly,CUP:ARQ,1359-1355,https://www.cambridge.org/core/product/identifier/ARQ/type/journal,1474-0516,Controlled,Unique_Item_Investigations,1,0,0,0,0,1,0,0,0,0,0,0,0
Robotica,CUP:ROB,0263-5747,https://www.cambridge.org/core/product/identifier/ROB/type/journal,1469-8668,Controlled,Total_Item_Investigations,11,0,0,0,0,6,2,0,1,0,0,2,0
Robotica,CUP:ROB,0263-5747,https://www.cambridge.org/core/product/identifier/ROB/type/journal,1469-8668,Controlled,Unique_Item_Investigations,9,0,0,0,0,5,1,0,1,0,0,2,0
Robotica,CUP:ROB,0263-5747,https://www.cambridge.org/core/product/identifier/ROB/type/journal,1469-8668,Controlled,Total_Item_Requests,1,0,0,0,0,0,1,0,0,0,0,0,0
Robotica,CUP:ROB,0263-5747,https://www.cambridge.org/core/product/identifier/ROB/type/journal,1469-8668,Controlled,Unique_Item_Requests,1,0,0,0,0,0,1,0,0,0,0,0,0
Canadian Mathematical Bulletin,CUP:BCM,0008-4395,https://www.cambridge.org/core/product/identifier/BCM/type/journal,1496-4287,Controlled,Total_Item_Investigations,5,0,0,0,0,3,0,0,0,0,0,0,2
Canadian Mathematical Bulletin,CUP:BCM,0008-4395,https://www.cambridge.org/core/product/identifier/BCM/type/journal,1496-4287,Controlled,Total_Item_Requests,2,0,0,0,0,1,0,0,0,0,0,0,1
Canadian Mathematical Bulletin,CUP:BCM,0008-4395,https://www.cambridge.org/core/product/identifier/BCM/type/journal,1496-4287,Controlled,Unique_Item_Investigations,2,0,0,0,0,1,0,0,0,0,0,0,1
Canadian Mathematical Bulletin,CUP:BCM,0008-4395,https://www.cambridge.org/core/product/identifier/BCM/type/journal,1496-4287,Controlled,Unique_Item_Requests,2,0,0,0,0,1,0,0,0,0,0,0,1
Law and History Review,CUP:LHR,0738-2480,https://www.cambridge.org/core/product/identifier/LHR/type/journal,1939-9022,Controlled,Total_Item_Investigations,9,0,0,0,0,5,0,0,0,0,4,0,0
Law and History Review,CUP:LHR,0738-2480,https://www.cambridge.org/core/product/identifier/LHR/type/journal,1939-9022,Controlled,Total_Item_Requests,6,0,0,0,0,2,0,0,0,0,4,0,0
Law and History Review,CUP:LHR,0738-2480,https://www.cambridge.org/core/product/identifier/LHR/type/journal,1939-9022,Controlled,Unique_Item_Investigations,6,0,0,0,0,3,0,0,0,0,3,0,0
Law and History Review,CUP:LHR,0738-2480,https://www.cambridge.org/core/product/identifier/LHR/type/journal,1939-9022,Controlled,Unique_Item_Requests,5,0,0,0,0,2,0,0,0,0,3,0,0
Language Teaching,CUP:LTA,0261-4448,https://www.cambridge.org/core/product/identifier/LTA/type/journal,1475-3049,Controlled,Total_Item_Investigations,15,0,0,0,0,11,1,0,0,0,0,3,0
