Title,Proprietary_ID,Print_ISSN,URI,Online_ISSN,Access_Type,Metric_Type,Reporting_Period_Total,Jul-2020,Aug-2020,Sep-2020,Oct-2020,Nov-2020,Dec-2020,Jan-2021,Feb-2021,Mar-2021,Apr-2021,May-2021,Jun-2021
African Studies Review,CUP:ASR,0568-1537,https://www.cambridge.org/core/product/identifier/ASR/type/journal,2326-3083,Controlled,Total_Item_Investigations,2,0,0,0,0,0,0,0,0,2,0,0,0
African Studies Review,CUP:ASR,0568-1537,https://www.cambridge.org/core/product/identifier/ASR/type/journal,2326-3083,Controlled,Unique_Item_Investigations,2,0,0,0,0,0,0,0,0,2,0,0,0
Business History Review,CUP:BHR,0007-6805,https://www.cambridge.org/core/product/identifier/BHR/type/journal,2044-768X,Controlled,Total_Item_Investigations,2,0,0,0,0,0,0,0,0,1,1,0,0
Business History Review,CUP:BHR,0007-6805,https://www.cambridge.org/core/product/identifier/BHR/type/journal,2044-768X,Controlled,Unique_Item_Investigations,2,0,0,0,0,0,0,0,0,1,1,0,0
Archaeologia,CUP:ACH,0261-3409,https://www.cambridge.org/core/product/identifier/ACH/type/journal,2051-3186,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0
Archaeologia,CUP:ACH,0261-3409,https://www.cambridge.org/core/product/identifier/ACH/type/journal,2051-3186,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0
IRAQ,CUP:IRQ,0021-0889,https://www.cambridge.org/core/product/identifier/IRQ/type/journal,2053-4744,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0
IRAQ,CUP:IRQ,0021-0889,https://www.cambridge.org/core/product/identifier/IRQ/type/journal,2053-4744,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0
Continuity and Change,CUP:CON,0268-4160,https://www.cambridge.org/core/product/identifier/CON/type/journal,1469-218X,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0
Continuity and Change,CUP:CON,0268-4160,https://www.cambridge.org/core/product/identifier/CON/type/journal,1469-218X,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0
Genetics Research,CUP:GRH,0016-6723,https://www.cambridge.org/core/product/identifier/GRH/type/journal,1469-5073,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0
Genetics Research,CUP:GRH,0016-6723,https://www.cambridge.org/core/product/identifier/GRH/type/journal,1469-5073,Controlled,Total_Item_Requests,1,0,0,0,0,0,0,0,0,1,0,0,0
Genetics Research,CUP:GRH,0016-6723,https://www.cambridge.org/core/product/identifier/GRH/type/journal,1469-5073,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0
Genetics Research,CUP:GRH,0016-6723,https://www.cambridge.org/core/product/identifier/GRH/type/journal,1469-5073,Controlled,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,1,0,0,0
The Review of Politics,CUP:ROP,0034-6705,https://www.cambridge.org/core/product/identifier/ROP/type/journal,1748-6858,Controlled,Total_Item_Investigations,2,0,0,0,0,0,0,0,0,1,0,0,1
The Review of Politics,CUP:ROP,0034-6705,https://www.cambridge.org/core/product/identifier/ROP/type/journal,1748-6858,Controlled,Unique_Item_Investigations,2,0,0,0,0,0,0,0,0,1,0,0,1
The Review of Politics,CUP:ROP,0034-6705,https://www.cambridge.org/core/product/identifier/ROP/type/journal,1748-6858,Controlled,Total_Item_Requests,1,0,0,0,0,0,0,0,0,0,0,0,1
The Review of Politics,CUP:ROP,0034-6705,https://www.cambridge.org/core/product/identifier/ROP/type/journal,1748-6858,Controlled,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,0,0,0,1
The Knowledge Engineering Review,CUP:KER,0269-8889,https://www.cambridge.org/core/product/identifier/KER/type/journal,1469-8005,Controlled,Total_Item_Investigations,10,0,0,0,0,0,0,0,0,6,2,0,2
The Knowledge Engineering Review,CUP:KER,0269-8889,https://www.cambridge.org/core/product/identifier/KER/type/journal,1469-8005,Controlled,Unique_Item_Investigations,6,0,0,0,0,0,0,0,0,4,1,0,1
Canadian Journal of Mathematics,CUP:CJM,0008-414X,https://www.cambridge.org/core/product/identifier/CJM/type/journal,1496-4279,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0
Canadian Journal of Mathematics,CUP:CJM,0008-414X,https://www.cambridge.org/core/product/identifier/CJM/type/journal,1496-4279,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0
Theory and Practice of Logic Programming,CUP:TLP,1471-0684,https://www.cambridge.org/core/product/identifier/TLP/type/journal,1475-3081,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0
Theory and Practice of Logic Programming,CUP:TLP,1471-0684,https://www.cambridge.org/core/product/identifier/TLP/type/journal,1475-3081,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0
Medical History,CUP:MDH,0025-7273,https://www.cambridge.org/core/product/identifier/MDH/type/journal,2048-8343,Controlled,Total_Item_Investigations,3,0,0,0,0,0,0,0,0,2,0,1,0
Medical History,CUP:MDH,0025-7273,https://www.cambridge.org/core/product/identifier/MDH/type/journal,2048-8343,Controlled,Total_Item_Requests,2,0,0,0,0,0,0,0,0,1,0,1,0
Medical History,CUP:MDH,0025-7273,https://www.cambridge.org/core/product/identifier/MDH/type/journal,2048-8343,Controlled,Unique_Item_Investigations,2,0,0,0,0,0,0,0,0,1,0,1,0
Medical History,CUP:MDH,0025-7273,https://www.cambridge.org/core/product/identifier/MDH/type/journal,2048-8343,Controlled,Unique_Item_Requests,2,0,0,0,0,0,0,0,0,1,0,1,0
British Journal of Music Education,CUP:BME,0265-0517,https://www.cambridge.org/core/product/identifier/BME/type/journal,1469-2104,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0
British Journal of Music Education,CUP:BME,0265-0517,https://www.cambridge.org/core/product/identifier/BME/type/journal,1469-2104,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0
Journal of Policy History,CUP:JPH,0898-0306,https://www.cambridge.org/core/product/identifier/JPH/type/journal,1528-4190,Controlled,Total_Item_Investigations,2,0,0,0,0,0,0,0,0,2,0,0,0
Journal of Policy History,CUP:JPH,0898-0306,https://www.cambridge.org/core/product/identifier/JPH/type/journal,1528-4190,Controlled,Total_Item_Requests,2,0,0,0,0,0,0,0,0,2,0,0,0
Journal of Policy History,CUP:JPH,0898-0306,https://www.cambridge.org/core/product/identifier/JPH/type/journal,1528-4190,Controlled,Unique_Item_Investigations,2,0,0,0,0,0,0,0,0,2,0,0,0
Journal of Policy History,CUP:JPH,0898-0306,https://www.cambridge.org/core/product/identifier/JPH/type/journal,1528-4190,Controlled,Unique_Item_Requests,2,0,0,0,0,0,0,0,0,2,0,0,0
Canadian Journal of Law & Jurisprudence,CUP:CJL,0841-8209,https://www.cambridge.org/core/product/identifier/CJL/type/journal,2056-4260,Controlled,Total_Item_Investigations,2,0,0,0,0,0,0,0,0,2,0,0,0
Canadian Journal of Law & Jurisprudence,CUP:CJL,0841-8209,https://www.cambridge.org/core/product/identifier/CJL/type/journal,2056-4260,Controlled,Unique_Item_Investigations,2,0,0,0,0,0,0,0,0,2,0,0,0
Palliative & Supportive Care,CUP:PAX,1478-9515,https://www.cambridge.org/core/product/identifier/PAX/type/journal,1478-9523,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0
Palliative & Supportive Care,CUP:PAX,1478-9515,https://www.cambridge.org/core/product/identifier/PAX/type/journal,1478-9523,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0
Think,CUP:THI,1477-1756,https://www.cambridge.org/core/product/identifier/THI/type/journal,1755-1196,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0
Think,CUP:THI,1477-1756,https://www.cambridge.org/core/product/identifier/THI/type/journal,1755-1196,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0
Parasitology,CUP:PAR,0031-1820,https://www.cambridge.org/core/product/identifier/PAR/type/journal,1469-8161,Controlled,Total_Item_Investigations,9,0,0,0,0,0,0,0,0,7,0,0,2
Parasitology,CUP:PAR,0031-1820,https://www.cambridge.org/core/product/identifier/PAR/type/journal,1469-8161,Controlled,Unique_Item_Investigations,6,0,0,0,0,0,0,0,0,4,0,0,2
Animal Health Research Reviews,CUP:AHR,1466-2523,https://www.cambridge.org/core/product/identifier/AHR/type/journal,1475-2654,Controlled,Total_Item_Investigations,6,0,0,0,0,0,0,0,0,2,4,0,0
Animal Health Research Reviews,CUP:AHR,1466-2523,https://www.cambridge.org/core/product/identifier/AHR/type/journal,1475-2654,Controlled,Total_Item_Requests,5,0,0,0,0,0,0,0,0,1,4,0,0
Animal Health Research Reviews,CUP:AHR,1466-2523,https://www.cambridge.org/core/product/identifier/AHR/type/journal,1475-2654,Controlled,Unique_Item_Investigations,4,0,0,0,0,0,0,0,0,2,2,0,0
Animal Health Research Reviews,CUP:AHR,1466-2523,https://www.cambridge.org/core/product/identifier/AHR/type/journal,1475-2654,Controlled,Unique_Item_Requests,3,0,0,0,0,0,0,0,0,1,2,0,0
East Asian Journal on Applied Mathematics,CUP:EAM,2079-7362,https://www.cambridge.org/core/product/identifier/EAM/type/journal,2079-7370,Controlled,Total_Item_Investigations,96,0,0,0,0,0,0,0,0,5,91,0,0
East Asian Journal on Applied Mathematics,CUP:EAM,2079-7362,https://www.cambridge.org/core/product/identifier/EAM/type/journal,2079-7370,Controlled,Unique_Item_Investigations,81,0,0,0,0,0,0,0,0,2,79,0,0
Journal of Nutritional Science,CUP:JNS,,https://www.cambridge.org/core/product/identifier/JNS/type/journal,2048-6790,OA_Gold,Total_Item_Investigations,5,0,0,0,0,0,0,0,0,5,0,0,0
Journal of Nutritional Science,CUP:JNS,,https://www.cambridge.org/core/product/identifier/JNS/type/journal,2048-6790,OA_Gold,Total_Item_Requests,5,0,0,0,0,0,0,0,0,5,0,0,0
Journal of Nutritional Science,CUP:JNS,,https://www.cambridge.org/core/product/identifier/JNS/type/journal,2048-6790,OA_Gold,Unique_Item_Investigations,2,0,0,0,0,0,0,0,0,2,0,0,0
Journal of Nutritional Science,CUP:JNS,,https://www.cambridge.org/core/product/identifier/JNS/type/journal,2048-6790,OA_Gold,Unique_Item_Requests,2,0,0,0,0,0,0,0,0,2,0,0,0
Journal of Materials Research,CUP:JMR,0884-2914,https://www.cambridge.org/core/product/identifier/JMR/type/journal,2044-5326,OA_Gold,Total_Item_Investigations,3,0,0,0,0,0,0,0,0,2,1,0,0
Journal of Materials Research,CUP:JMR,0884-2914,https://www.cambridge.org/core/product/identifier/JMR/type/journal,2044-5326,OA_Gold,Total_Item_Requests,3,0,0,0,0,0,0,0,0,2,1,0,0
Journal of Materials Research,CUP:JMR,0884-2914,https://www.cambridge.org/core/product/identifier/JMR/type/journal,2044-5326,OA_Gold,Unique_Item_Investigations,2,0,0,0,0,0,0,0,0,1,1,0,0
Journal of Materials Research,CUP:JMR,0884-2914,https://www.cambridge.org/core/product/identifier/JMR/type/journal,2044-5326,OA_Gold,Unique_Item_Requests,2,0,0,0,0,0,0,0,0,1,1,0,0
Macroeconomic Dynamics,CUP:MDY,1365-1005,https://www.cambridge.org/core/product/identifier/MDY/type/journal,1469-8056,Controlled,Total_Item_Investigations,2,0,0,0,0,0,0,0,0,2,0,0,0
Macroeconomic Dynamics,CUP:MDY,1365-1005,https://www.cambridge.org/core/product/identifier/MDY/type/journal,1469-8056,Controlled,Unique_Item_Investigations,2,0,0,0,0,0,0,0,0,2,0,0,0
American Journal of Law & Medicine,CUP:AMJ,0098-8588,https://www.cambridge.org/core/product/identifier/AMJ/type/journal,2375-835X,Controlled,Total_Item_Investigations,4,0,0,0,0,0,0,0,0,1,2,1,0
American Journal of Law & Medicine,CUP:AMJ,0098-8588,https://www.cambridge.org/core/product/identifier/AMJ/type/journal,2375-835X,Controlled,Unique_Item_Investigations,3,0,0,0,0,0,0,0,0,1,1,1,0
Acta Neuropsychiatrica,CUP:NEU,0924-2708,https://www.cambridge.org/core/product/identifier/NEU/type/journal,1601-5215,Controlled,Total_Item_Investigations,2,0,0,0,0,0,0,0,0,2,0,0,0
Acta Neuropsychiatrica,CUP:NEU,0924-2708,https://www.cambridge.org/core/product/identifier/NEU/type/journal,1601-5215,Controlled,Total_Item_Requests,2,0,0,0,0,0,0,0,0,2,0,0,0
Acta Neuropsychiatrica,CUP:NEU,0924-2708,https://www.cambridge.org/core/product/identifier/NEU/type/journal,1601-5215,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0
Acta Neuropsychiatrica,CUP:NEU,0924-2708,https://www.cambridge.org/core/product/identifier/NEU/type/journal,1601-5215,Controlled,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,1,0,0,0
Canadian Journal of Emergency Medicine,CUP:CEM,1481-8035,https://www.cambridge.org/core/product/identifier/CEM/type/journal,1481-8043,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0
Canadian Journal of Emergency Medicine,CUP:CEM,1481-8035,https://www.cambridge.org/core/product/identifier/CEM/type/journal,1481-8043,Controlled,Total_Item_Requests,1,0,0,0,0,0,0,0,0,1,0,0,0
Canadian Journal of Emergency Medicine,CUP:CEM,1481-8035,https://www.cambridge.org/core/product/identifier/CEM/type/journal,1481-8043,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0
Canadian Journal of Emergency Medicine,CUP:CEM,1481-8035,https://www.cambridge.org/core/product/identifier/CEM/type/journal,1481-8043,Controlled,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,1,0,0,0
Canadian Journal of Law & Society / La Revue Canadienne Droit et Soci̩t̩,CUP:CLS,0829-3201,https://www.cambridge.org/core/product/identifier/CLS/type/journal,1911-0227,Controlled,Total_Item_Investigations,2,0,0,0,0,0,0,0,0,2,0,0,0
Canadian Journal of Law & Society / La Revue Canadienne Droit et Soci̩t̩,CUP:CLS,0829-3201,https://www.cambridge.org/core/product/identifier/CLS/type/journal,1911-0227,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0
Latin American Politics and Society,CUP:LAP,1531-426X,https://www.cambridge.org/core/product/identifier/LAP/type/journal,1548-2456,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0
Latin American Politics and Society,CUP:LAP,1531-426X,https://www.cambridge.org/core/product/identifier/LAP/type/journal,1548-2456,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0
Proceedings of the Design Society: International Conference on Engineering Design,CUP:DSI,,https://www.cambridge.org/core/product/identifier/DSI/type/journal,2220-4342,OA_Gold,Total_Item_Investigations,6,0,0,0,0,0,0,0,0,3,3,0,0
Proceedings of the Design Society: International Conference on Engineering Design,CUP:DSI,,https://www.cambridge.org/core/product/identifier/DSI/type/journal,2220-4342,OA_Gold,Unique_Item_Investigations,2,0,0,0,0,0,0,0,0,1,1,0,0
Proceedings of the Design Society: International Conference on Engineering Design,CUP:DSI,,https://www.cambridge.org/core/product/identifier/DSI/type/journal,2220-4342,OA_Gold,Total_Item_Requests,1,0,0,0,0,0,0,0,0,0,1,0,0
Proceedings of the Design Society: International Conference on Engineering Design,CUP:DSI,,https://www.cambridge.org/core/product/identifier/DSI/type/journal,2220-4342,OA_Gold,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,0,1,0,0
Language and Cognition,CUP:LCO,1866-9808,https://www.cambridge.org/core/product/identifier/LCO/type/journal,1866-9859,Controlled,Total_Item_Investigations,2,0,0,0,0,0,0,0,0,2,0,0,0
Language and Cognition,CUP:LCO,1866-9808,https://www.cambridge.org/core/product/identifier/LCO/type/journal,1866-9859,Controlled,Unique_Item_Investigations,2,0,0,0,0,0,0,0,0,2,0,0,0
Quarterly Reviews of Biophysics,CUP:QRB,0033-5835,https://www.cambridge.org/core/product/identifier/QRB/type/journal,1469-8994,OA_Gold,Total_Item_Investigations,4,0,0,0,0,0,0,0,0,3,0,1,0
Quarterly Reviews of Biophysics,CUP:QRB,0033-5835,https://www.cambridge.org/core/product/identifier/QRB/type/journal,1469-8994,OA_Gold,Total_Item_Requests,4,0,0,0,0,0,0,0,0,3,0,1,0
Quarterly Reviews of Biophysics,CUP:QRB,0033-5835,https://www.cambridge.org/core/product/identifier/QRB/type/journal,1469-8994,OA_Gold,Unique_Item_Investigations,3,0,0,0,0,0,0,0,0,2,0,1,0
Quarterly Reviews of Biophysics,CUP:QRB,0033-5835,https://www.cambridge.org/core/product/identifier/QRB/type/journal,1469-8994,OA_Gold,Unique_Item_Requests,3,0,0,0,0,0,0,0,0,2,0,1,0
History of Education Quarterly,CUP:HEQ,0018-2680,https://www.cambridge.org/core/product/identifier/HEQ/type/journal,1748-5959,OA_Gold,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0
History of Education Quarterly,CUP:HEQ,0018-2680,https://www.cambridge.org/core/product/identifier/HEQ/type/journal,1748-5959,OA_Gold,Total_Item_Requests,1,0,0,0,0,0,0,0,0,1,0,0,0
History of Education Quarterly,CUP:HEQ,0018-2680,https://www.cambridge.org/core/product/identifier/HEQ/type/journal,1748-5959,OA_Gold,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0
History of Education Quarterly,CUP:HEQ,0018-2680,https://www.cambridge.org/core/product/identifier/HEQ/type/journal,1748-5959,OA_Gold,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,1,0,0,0
Natural Language Engineering,CUP:NLE,1351-3249,https://www.cambridge.org/core/product/identifier/NLE/type/journal,1469-8110,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0
Natural Language Engineering,CUP:NLE,1351-3249,https://www.cambridge.org/core/product/identifier/NLE/type/journal,1469-8110,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0
Journal of Child Language,CUP:JCL,0305-0009,https://www.cambridge.org/core/product/identifier/JCL/type/journal,1469-7602,OA_Gold,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0
Journal of Child Language,CUP:JCL,0305-0009,https://www.cambridge.org/core/product/identifier/JCL/type/journal,1469-7602,OA_Gold,Total_Item_Requests,1,0,0,0,0,0,0,0,0,1,0,0,0
Journal of Child Language,CUP:JCL,0305-0009,https://www.cambridge.org/core/product/identifier/JCL/type/journal,1469-7602,OA_Gold,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0
Journal of Child Language,CUP:JCL,0305-0009,https://www.cambridge.org/core/product/identifier/JCL/type/journal,1469-7602,OA_Gold,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,1,0,0,0
History of Education Quarterly,CUP:HEQ,0018-2680,https://www.cambridge.org/core/product/identifier/HEQ/type/journal,1748-5959,Controlled,Total_Item_Investigations,2,0,0,0,0,0,0,0,0,2,0,0,0
History of Education Quarterly,CUP:HEQ,0018-2680,https://www.cambridge.org/core/product/identifier/HEQ/type/journal,1748-5959,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0
Journal of the Staple Inn Actuarial Society,CUP:JIS,0020-269X,https://www.cambridge.org/core/product/identifier/JIS/type/journal,2059-6170,Controlled,Total_Item_Investigations,6,0,0,0,0,0,0,0,0,0,6,0,0
Journal of the Staple Inn Actuarial Society,CUP:JIS,0020-269X,https://www.cambridge.org/core/product/identifier/JIS/type/journal,2059-6170,Controlled,Total_Item_Requests,3,0,0,0,0,0,0,0,0,0,3,0,0
Journal of the Staple Inn Actuarial Society,CUP:JIS,0020-269X,https://www.cambridge.org/core/product/identifier/JIS/type/journal,2059-6170,Controlled,Unique_Item_Investigations,3,0,0,0,0,0,0,0,0,0,3,0,0
Journal of the Staple Inn Actuarial Society,CUP:JIS,0020-269X,https://www.cambridge.org/core/product/identifier/JIS/type/journal,2059-6170,Controlled,Unique_Item_Requests,3,0,0,0,0,0,0,0,0,0,3,0,0
The Canadian Entomologist,CUP:TCE,0008-347X,https://www.cambridge.org/core/product/identifier/TCE/type/journal,1918-3240,Controlled,Total_Item_Investigations,3,0,0,0,0,0,0,0,0,0,3,0,0
The Canadian Entomologist,CUP:TCE,0008-347X,https://www.cambridge.org/core/product/identifier/TCE/type/journal,1918-3240,Controlled,Unique_Item_Investigations,3,0,0,0,0,0,0,0,0,0,3,0,0
Journal of Agricultural and Applied Economics,CUP:AAE,1074-0708,https://www.cambridge.org/core/product/identifier/AAE/type/journal,2056-7405,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0
Journal of Agricultural and Applied Economics,CUP:AAE,1074-0708,https://www.cambridge.org/core/product/identifier/AAE/type/journal,2056-7405,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0
Weed Science,CUP:WSC,0043-1745,https://www.cambridge.org/core/product/identifier/WSC/type/journal,1550-2759,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0
Weed Science,CUP:WSC,0043-1745,https://www.cambridge.org/core/product/identifier/WSC/type/journal,1550-2759,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0
International Review of the Red Cross,CUP:IRC,0035-3361,https://www.cambridge.org/core/product/identifier/IRC/type/journal,,Controlled,Total_Item_Investigations,3,0,0,0,0,0,0,0,0,0,2,1,0
International Review of the Red Cross,CUP:IRC,0035-3361,https://www.cambridge.org/core/product/identifier/IRC/type/journal,,Controlled,Unique_Item_Investigations,3,0,0,0,0,0,0,0,0,0,2,1,0
Social Philosophy and Policy,CUP:SOY,0265-0525,https://www.cambridge.org/core/product/identifier/SOY/type/journal,1471-6437,Controlled,Total_Item_Investigations,2,0,0,0,0,0,0,0,0,0,2,0,0
Social Philosophy and Policy,CUP:SOY,0265-0525,https://www.cambridge.org/core/product/identifier/SOY/type/journal,1471-6437,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0
Weed Technology,CUP:WET,0890-037X,https://www.cambridge.org/core/product/identifier/WET/type/journal,1550-2740,Controlled,Total_Item_Investigations,2,0,0,0,0,0,0,0,0,0,1,0,1
Weed Technology,CUP:WET,0890-037X,https://www.cambridge.org/core/product/identifier/WET/type/journal,1550-2740,Controlled,Unique_Item_Investigations,2,0,0,0,0,0,0,0,0,0,1,0,1
Journal of Interamerican Studies and World Affairs,CUP:JWA,0022-1937,https://www.cambridge.org/core/product/identifier/JWA/type/journal,2162-2736,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0
Journal of Interamerican Studies and World Affairs,CUP:JWA,0022-1937,https://www.cambridge.org/core/product/identifier/JWA/type/journal,2162-2736,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0
Horizons,CUP:HOR,0360-9669,https://www.cambridge.org/core/product/identifier/HOR/type/journal,2050-8557,Controlled,Total_Item_Investigations,2,0,0,0,0,0,0,0,0,0,2,0,0
Horizons,CUP:HOR,0360-9669,https://www.cambridge.org/core/product/identifier/HOR/type/journal,2050-8557,Controlled,Unique_Item_Investigations,2,0,0,0,0,0,0,0,0,0,2,0,0
Prospects,CUP:PTS,0361-2333,https://www.cambridge.org/core/product/identifier/PTS/type/journal,1471-6399,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0
Prospects,CUP:PTS,0361-2333,https://www.cambridge.org/core/product/identifier/PTS/type/journal,1471-6399,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0
Nagoya Mathematical Journal,CUP:NMJ,0027-7630,https://www.cambridge.org/core/product/identifier/NMJ/type/journal,2152-6842,Controlled,Total_Item_Investigations,2,0,0,0,0,0,0,0,0,0,2,0,0
Nagoya Mathematical Journal,CUP:NMJ,0027-7630,https://www.cambridge.org/core/product/identifier/NMJ/type/journal,2152-6842,Controlled,Total_Item_Requests,1,0,0,0,0,0,0,0,0,0,1,0,0
Nagoya Mathematical Journal,CUP:NMJ,0027-7630,https://www.cambridge.org/core/product/identifier/NMJ/type/journal,2152-6842,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0
Nagoya Mathematical Journal,CUP:NMJ,0027-7630,https://www.cambridge.org/core/product/identifier/NMJ/type/journal,2152-6842,Controlled,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,0,1,0,0
Journal of Biosocial Science,CUP:JBS,0021-9320,https://www.cambridge.org/core/product/identifier/JBS/type/journal,1469-7599,Controlled,Total_Item_Investigations,6,0,0,0,0,0,0,0,0,0,4,1,1
Journal of Biosocial Science,CUP:JBS,0021-9320,https://www.cambridge.org/core/product/identifier/JBS/type/journal,1469-7599,Controlled,Total_Item_Requests,1,0,0,0,0,0,0,0,0,0,1,0,0
Journal of Biosocial Science,CUP:JBS,0021-9320,https://www.cambridge.org/core/product/identifier/JBS/type/journal,1469-7599,Controlled,Unique_Item_Investigations,3,0,0,0,0,0,0,0,0,0,1,1,1
Journal of Biosocial Science,CUP:JBS,0021-9320,https://www.cambridge.org/core/product/identifier/JBS/type/journal,1469-7599,Controlled,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,0,1,0,0
the Cognitive Behaviour Therapist,CUP:CBT,,https://www.cambridge.org/core/product/identifier/CBT/type/journal,1754-470X,Controlled,Total_Item_Investigations,7,0,0,0,0,0,0,0,0,0,7,0,0
the Cognitive Behaviour Therapist,CUP:CBT,,https://www.cambridge.org/core/product/identifier/CBT/type/journal,1754-470X,Controlled,Total_Item_Requests,7,0,0,0,0,0,0,0,0,0,7,0,0
the Cognitive Behaviour Therapist,CUP:CBT,,https://www.cambridge.org/core/product/identifier/CBT/type/journal,1754-470X,Controlled,Unique_Item_Investigations,3,0,0,0,0,0,0,0,0,0,3,0,0
the Cognitive Behaviour Therapist,CUP:CBT,,https://www.cambridge.org/core/product/identifier/CBT/type/journal,1754-470X,Controlled,Unique_Item_Requests,3,0,0,0,0,0,0,0,0,0,3,0,0
Antiquity,CUP:AQY,0003-598X,https://www.cambridge.org/core/product/identifier/AQY/type/journal,1745-1744,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0
Antiquity,CUP:AQY,0003-598X,https://www.cambridge.org/core/product/identifier/AQY/type/journal,1745-1744,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0
TRaNS: Trans-Regional and -National Studies of Southeast Asia,CUP:TRN,2051-364X,https://www.cambridge.org/core/product/identifier/TRN/type/journal,2051-3658,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0
TRaNS: Trans-Regional and -National Studies of Southeast Asia,CUP:TRN,2051-364X,https://www.cambridge.org/core/product/identifier/TRN/type/journal,2051-3658,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0
Kantian Review,CUP:KRV,1369-4154,https://www.cambridge.org/core/product/identifier/KRV/type/journal,2044-2394,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0
Kantian Review,CUP:KRV,1369-4154,https://www.cambridge.org/core/product/identifier/KRV/type/journal,2044-2394,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0
Journal of Functional Programming,CUP:JFP,0956-7968,https://www.cambridge.org/core/product/identifier/JFP/type/journal,1469-7653,OA_Gold,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0
